E =  146.950 MeV, Wt = 1.0, Sc = 1.0
165.160    1.724700    0.039000
154.160    2.355700    0.035000
146.440    2.647100    0.035700
140.060    2.769500    0.036600
134.430    2.921200    0.039200
129.300    2.826800    0.039400
124.520    2.650700    0.036900
120.000    2.485000    0.034200
115.680    2.295800    0.031700
111.510    2.125400    0.029500
107.460    1.993400    0.028000
103.490    1.837300    0.026500
 99.590    1.701800    0.025300
 95.740    1.615500    0.024800
 91.910    1.479600    0.023900
 88.090    1.437300    0.024000
 84.260    1.333000    0.024000
 80.410    1.300400    0.024700
 76.510    1.217700    0.025200
 72.540    1.223900    0.026700
 68.490    1.267300    0.029000
 64.320    1.314500    0.031000
 60.000    1.495700    0.035400
 55.480    1.602300    0.038600
 50.700    1.727600    0.039700
 45.570    2.114800    0.043800
 39.940    2.164600    0.041100
 33.560    2.128500    0.040100
 25.840    1.775800    0.050000
 14.840    1.276800    0.094400
-------------------------------------
E =  991.240 MeV, Wt = 1.0, Sc = 1.0
165.160    1.674000    0.037900
154.160    2.284900    0.033900
146.440    2.552400    0.034500
140.060    2.807100    0.036500
134.430    2.973700    0.039200
129.300    2.896500    0.039300
124.520    2.660400    0.036600
120.000    2.516300    0.034000
115.680    2.307800    0.031400
111.510    2.147900    0.029300
107.460    1.937900    0.027300
103.490    1.774800    0.025600
 99.590    1.714300    0.025100
 95.740    1.613400    0.024500
 91.910    1.522100    0.023900
 88.090    1.394000    0.023400
 84.260    1.338000    0.023800
 80.410    1.279500    0.024300
 76.510    1.288800    0.025800
 72.540    1.261700    0.027000
 68.490    1.304000    0.029100
 64.320    1.374500    0.031800
 60.000    1.547500    0.035600
 55.480    1.639500    0.038700
 50.700    1.876700    0.040900
 45.570    2.135300    0.043700
 39.940    2.297200    0.041800
 33.560    2.371400    0.041500
 25.840    1.804200    0.050100
 14.840    1.310500    0.093200
-------------------------------------
E =  995.180 MeV, Wt = 1.0, Sc = 1.0
165.160    1.742700    0.041800
154.160    2.258300    0.036600
146.440    2.604900    0.037600
140.060    2.798000    0.039200
134.430    2.996400    0.042400
129.300    2.834300    0.041900
124.520    2.654400    0.039400
120.000    2.549200    0.036900
115.680    2.318700    0.034000
111.510    2.115000    0.031400
107.460    1.960400    0.029600
103.490    1.807100    0.027900
 99.590    1.714900    0.027100
 95.740    1.605800    0.026400
 91.910    1.491400    0.025800
 88.090    1.416700    0.025700
 84.260    1.343500    0.026000
 80.410    1.323800    0.027000
 76.510    1.269400    0.027900
 72.540    1.216900    0.029000
 68.490    1.327900    0.032200
 64.320    1.412600    0.035200
 60.000    1.566100    0.039300
 55.480    1.737000    0.043600
 50.700    1.966600    0.045900
 45.570    2.275800    0.049100
 39.940    2.318200    0.045900
 33.560    2.400000    0.045400
 25.840    2.007500    0.057200
 14.840    1.186900    0.102000
-------------------------------------
E =  999.110 MeV, Wt = 1.0, Sc = 1.0
165.160    1.662200    0.035500
154.160    2.312700    0.032500
146.440    2.574200    0.033100
140.060    2.877600    0.035100
134.430    2.982200    0.037400
129.300    2.907900    0.037500
124.520    2.659100    0.034800
120.000    2.512600    0.032400
115.680    2.321500    0.030000
111.510    2.190200    0.028200
107.460    1.948900    0.025900
103.490    1.789300    0.024400
 99.590    1.682300    0.023500
 95.740    1.592200    0.023000
 91.910    1.509900    0.022700
 88.090    1.419200    0.022500
 84.260    1.335200    0.022600
 80.410    1.325100    0.023700
 76.510    1.276600    0.024500
 72.540    1.267300    0.025800
 68.490    1.345200    0.028300
 64.320    1.453700    0.031100
 60.000    1.674600    0.035500
 55.480    1.807500    0.038800
 50.700    1.927100    0.039600
 45.570    2.273900    0.043000
 39.940    2.472300    0.041300
 33.560    2.358600    0.039500
 25.840    1.989900    0.050000
 14.840    1.113400    0.086500
-------------------------------------
E = 1003.030 MeV, Wt = 1.0, Sc = 1.0
165.160    1.688500    0.039700
154.160    2.289500    0.035600
146.440    2.577700    0.036200
140.060    2.882600    0.038400
134.430    2.993200    0.041000
129.300    2.942800    0.041400
124.520    2.712400    0.038500
120.000    2.534100    0.035700
115.680    2.378800    0.033300
111.510    2.146900    0.030700
107.460    1.953300    0.028500
103.490    1.781000    0.026800
 99.590    1.696000    0.026100
 95.740    1.594600    0.025400
 91.910    1.454900    0.024700
 88.090    1.400600    0.024700
 84.260    1.361000    0.025400
 80.410    1.309800    0.026200
 76.510    1.285700    0.027300
 72.540    1.301700    0.029300
 68.490    1.385500    0.032400
 64.320    1.501900    0.035300
 60.000    1.667500    0.040000
 55.480    1.839000    0.043500
 50.700    1.984300    0.044500
 45.570    2.356900    0.048600
 39.940    2.536700    0.046200
 33.560    2.485900    0.044800
 25.840    1.994400    0.055600
 14.840    1.159600    0.098000
-------------------------------------
E = 1006.940 MeV, Wt = 1.0, Sc = 1.0
165.160    1.736800    0.039100
154.160    2.216700    0.034100
146.440    2.595500    0.035500
140.060    2.811800    0.036900
134.430    3.027500    0.040100
129.300    2.934800    0.040300
124.520    2.716000    0.037500
120.000    2.479300    0.034200
115.680    2.309500    0.031900
111.510    2.194800    0.030200
107.460    1.974600    0.027900
103.490    1.805300    0.026200
 99.590    1.711200    0.025400
 95.740    1.573600    0.024500
 91.910    1.502900    0.024300
 88.090    1.382900    0.024000
 84.260    1.371900    0.024700
 80.410    1.332300    0.025700
 76.510    1.334000    0.027300
 72.540    1.335300    0.028900
 68.490    1.451100    0.032200
 64.320    1.553600    0.035100
 60.000    1.703300    0.039200
 55.480    2.023900    0.044500
 50.700    2.075500    0.044000
 45.570    2.345500    0.047200
 39.940    2.531700    0.044700
 33.560    2.495200    0.043700
 25.840    2.061200    0.055100
 14.840    1.430700    0.100800
-------------------------------------
E = 1010.860 MeV, Wt = 1.0, Sc = 1.0
165.160    1.731700    0.039200
154.160    2.327300    0.035200
146.440    2.654600    0.036100
140.060    2.908200    0.037900
134.430    3.002900    0.040100
129.300    2.925900    0.040500
124.520    2.675300    0.037500
120.000    2.543700    0.035000
115.680    2.331600    0.032200
111.510    2.204400    0.030400
107.460    1.944800    0.027800
103.490    1.794400    0.026200
 99.590    1.653500    0.025100
 95.740    1.586100    0.024700
 91.910    1.469200    0.024200
 88.090    1.379300    0.024200
 84.260    1.362700    0.025000
 80.410    1.354300    0.026200
 76.510    1.351900    0.027700
 72.540    1.399700    0.030000
 68.490    1.480100    0.032900
 64.320    1.568900    0.036000
 60.000    1.762600    0.040400
 55.480    1.871400    0.043300
 50.700    2.115600    0.045200
 45.570    2.458300    0.048600
 39.940    2.611100    0.045700
 33.560    2.493100    0.043900
 25.840    2.026900    0.055200
 14.840    1.265400    0.096600
-------------------------------------
E = 1014.670 MeV, Wt = 1.0, Sc = 1.0
165.160    1.757400    0.040400
154.160    2.339600    0.036100
146.440    2.621700    0.036800
140.060    2.864800    0.038500
134.430    3.019300    0.041100
129.300    2.917900    0.041500
124.520    2.693600    0.038700
120.000    2.481300    0.035500
115.680    2.322500    0.033000
111.510    2.122500    0.030600
107.460    1.948600    0.028600
103.490    1.809500    0.027100
 99.590    1.675200    0.026000
 95.740    1.540300    0.025100
 91.910    1.493600    0.025100
 88.090    1.387800    0.025000
 84.260    1.363400    0.025700
 80.410    1.342400    0.027000
 76.510    1.343800    0.028600
 72.540    1.409500    0.031200
 68.490    1.439400    0.033600
 64.320    1.604800    0.037600
 60.000    1.822000    0.042400
 55.480    1.995800    0.046300
 50.700    2.122200    0.046500
 45.570    2.478400    0.050200
 39.940    2.645700    0.047100
 33.560    2.571500    0.045500
 25.840    2.049500    0.057200
 14.840    1.253100    0.100600
-------------------------------------
E = 1018.640 MeV, Wt = 1.0, Sc = 1.0
165.160    1.785100    0.040500
154.160    2.321000    0.035800
146.440    2.630800    0.036800
140.060    2.847600    0.038200
134.430    3.031600    0.041200
129.300    2.945200    0.041500
124.520    2.680800    0.038400
120.000    2.521700    0.035700
115.680    2.327700    0.033000
111.510    2.110300    0.030400
107.460    1.922800    0.028200
103.490    1.794000    0.026800
 99.590    1.669600    0.025800
 95.740    1.531700    0.024900
 91.910    1.430900    0.024600
 88.090    1.391600    0.024900
 84.260    1.369100    0.025800
 80.410    1.330200    0.026900
 76.510    1.298300    0.028300
 72.540    1.445600    0.031600
 68.490    1.486700    0.034400
 64.320    1.604300    0.037600
 60.000    1.869000    0.043200
 55.480    2.093100    0.047400
 50.700    2.188500    0.047500
 45.570    2.443400    0.049900
 39.940    2.643200    0.046900
 33.560    2.555400    0.045500
 25.840    2.101500    0.057900
 14.840    1.399400    0.103000
-------------------------------------
E = 1022.510 MeV, Wt = 1.0, Sc = 1.0
165.160    1.709700    0.039500
154.160    2.273600    0.035500
146.440    2.571900    0.036200
140.060    2.746900    0.037500
134.430    2.923700    0.040300
129.300    2.924500    0.041300
124.520    2.705000    0.038600
120.000    2.492800    0.035400
115.680    2.252900    0.032300
111.510    2.080800    0.030100
107.460    1.874400    0.027800
103.490    1.731400    0.026300
 99.590    1.620200    0.025400
 95.740    1.498400    0.024600
 91.910    1.421600    0.024400
 88.090    1.404000    0.025200
 84.260    1.307900    0.025400
 80.410    1.334000    0.027200
 76.510    1.400000    0.029400
 72.540    1.415600    0.031500
 68.490    1.436900    0.033900
 64.320    1.684900    0.038800
 60.000    1.909400    0.043900
 55.480    1.957100    0.046200
 50.700    2.216000    0.047900
 45.570    2.575000    0.051400
 39.940    2.633200    0.046900
 33.560    2.607700    0.046000
 25.840    2.137800    0.058100
 14.840    1.347700    0.100500
-------------------------------------
E = 1026.380 MeV, Wt = 1.0, Sc = 1.0
165.160    1.602800    0.038600
154.160    2.201700    0.034900
146.440    2.542200    0.036000
140.060    2.733600    0.037400
134.430    2.936700    0.040300
129.300    2.845400    0.040800
124.520    2.611000    0.037800
120.000    2.381100    0.034500
115.680    2.219000    0.032100
111.510    2.089500    0.030200
107.460    1.860800    0.027700
103.490    1.767400    0.026600
 99.590    1.572600    0.025000
 95.740    1.491200    0.024600
 91.910    1.448500    0.024700
 88.090    1.392100    0.025200
 84.260    1.362600    0.026000
 80.410    1.348800    0.027500
 76.510    1.364200    0.029400
 72.540    1.410300    0.031700
 68.490    1.482500    0.034600
 64.320    1.650300    0.038500
 60.000    1.850100    0.043400
 55.480    2.103900    0.047900
 50.700    2.177200    0.047700
 45.570    2.517700    0.050800
 39.940    2.617600    0.046700
 33.560    2.651900    0.046300
 25.840    2.067100    0.057400
 14.840    1.337200    0.103200
-------------------------------------
E = 1030.240 MeV, Wt = 1.0, Sc = 1.0
165.160    1.679100    0.041400
154.160    2.230900    0.036800
146.440    2.533000    0.037600
140.060    2.765700    0.039400
134.430    2.855800    0.041500
129.300    2.847700    0.042900
124.520    2.531000    0.039100
120.000    2.331200    0.035700
115.680    2.261300    0.034000
111.510    2.069000    0.031500
107.460    1.862500    0.029100
103.490    1.675500    0.027100
 99.590    1.577900    0.026300
 95.740    1.470600    0.025600
 91.910    1.415200    0.025800
 88.090    1.284800    0.025500
 84.260    1.344400    0.027400
 80.410    1.330800    0.028800
 76.510    1.384100    0.031400
 72.540    1.428400    0.033800
 68.490    1.500800    0.037000
 64.320    1.741000    0.041900
 60.000    1.938300    0.047400
 55.480    2.024000    0.049600
 50.700    2.329800    0.052100
 45.570    2.582000    0.054100
 39.940    2.705500    0.049700
 33.560    2.672000    0.048800
 25.840    2.119000    0.060700
 14.840    1.431800    0.112700
-------------------------------------
E = 1034.090 MeV, Wt = 1.0, Sc = 1.0
165.160    1.705600    0.040400
154.160    2.203500    0.035400
146.440    2.546100    0.036400
140.060    2.710700    0.037700
134.430    2.888200    0.040500
129.300    2.787600    0.040900
124.520    2.580800    0.038200
120.000    2.381800    0.034900
115.680    2.185300    0.032200
111.510    1.986100    0.029800
107.460    1.830200    0.027900
103.490    1.681600    0.026300
 99.590    1.533900    0.025100
 95.740    1.410800    0.024200
 91.910    1.375600    0.024600
 88.090    1.341800    0.025300
 84.260    1.286300    0.026000
 80.410    1.340600    0.028100
 76.510    1.369200    0.030500
 72.540    1.431400    0.033000
 68.490    1.564200    0.036500
 64.320    1.700900    0.040500
 60.000    1.950200    0.046100
 55.480    2.144800    0.049700
 50.700    2.279100    0.050000
 45.570    2.534800    0.051900
 39.940    2.706900    0.048000
 33.560    2.651800    0.046900
 25.840    2.053300    0.058100
 14.840    1.355200    0.105900
-------------------------------------
E = 1037.940 MeV, Wt = 1.0, Sc = 1.0
165.160    1.690500    0.039500
154.160    2.150100    0.034400
146.440    2.437600    0.035000
140.060    2.636800    0.036600
134.430    2.844800    0.039600
129.300    2.779100    0.040200
124.520    2.564900    0.037500
120.000    2.314400    0.033900
115.680    2.117500    0.031200
111.510    1.937400    0.028900
107.460    1.827600    0.027400
103.490    1.629500    0.025500
 99.590    1.542700    0.024700
 95.740    1.398200    0.023800
 91.910    1.354700    0.024000
 88.090    1.322700    0.024700
 84.260    1.321700    0.025900
 80.410    1.355900    0.027800
 76.510    1.405300    0.030500
 72.540    1.449400    0.032800
 68.490    1.512500    0.035700
 64.320    1.727400    0.040200
 60.000    1.934600    0.045300
 55.480    2.118700    0.048800
 50.700    2.260000    0.049000
 45.570    2.498300    0.050800
 39.940    2.743000    0.047400
 33.560    2.556100    0.045300
 25.840    2.051200    0.057400
 14.840    1.156000    0.096200
-------------------------------------
E = 1041.770 MeV, Wt = 1.0, Sc = 1.0
165.160    1.642400    0.039100
154.160    2.155200    0.034500
146.440    2.439200    0.035200
140.060    2.518900    0.035800
134.430    2.756900    0.039100
129.300    2.711100    0.039800
124.520    2.498100    0.037100
120.000    2.298200    0.033900
115.680    2.135100    0.031500
111.510    1.927300    0.028900
107.460    1.791400    0.027200
103.490    1.619700    0.025500
 99.590    1.511400    0.024500
 95.740    1.404300    0.024000
 91.910    1.356700    0.024100
 88.090    1.320800    0.024800
 84.260    1.259000    0.025500
 80.410    1.303600    0.027600
 76.510    1.365800    0.030300
 72.540    1.442300    0.033000
 68.490    1.520900    0.036100
 64.320    1.789400    0.041400
 60.000    1.977600    0.046300
 55.480    2.168400    0.049500
 50.700    2.330100    0.050500
 45.570    2.445500    0.050400
 39.940    2.675500    0.047200
 33.560    2.611200    0.046000
 25.840    2.136700    0.059800
 14.840    1.030300    0.092400
-------------------------------------
E = 1045.590 MeV, Wt = 1.0, Sc = 1.0
165.160    1.656400    0.047900
154.160    2.174800    0.041700
146.440    2.351500    0.041300
140.060    2.554800    0.043000
134.430    2.698900    0.046200
129.300    2.695100    0.047600
124.520    2.463900    0.044100
120.000    2.192500    0.039700
115.680    2.069800    0.037100
111.510    1.948700    0.034800
107.460    1.713400    0.031900
103.490    1.605800    0.030600
 99.590    1.404500    0.028700
 95.740    1.402100    0.028900
 91.910    1.293300    0.028600
 88.090    1.261400    0.029700
 84.260    1.213400    0.030600
 80.410    1.324400    0.034100
 76.510    1.339200    0.036900
 72.540    1.407600    0.040100
 68.490    1.486500    0.043900
 64.320    1.676000    0.049300
 60.000    1.915000    0.055300
 55.480    2.186100    0.060800
 50.700    2.313300    0.060500
 45.570    2.433100    0.061000
 39.940    2.599000    0.055800
 33.560    2.588300    0.055100
 25.840    1.935700    0.069200
 14.840    1.156800    0.125200
-------------------------------------
E = 1049.420 MeV, Wt = 1.0, Sc = 1.0
165.160    1.676400    0.045900
154.160    2.101500    0.039100
146.440    2.297100    0.039100
140.060    2.469200    0.040600
134.430    2.690300    0.044300
129.300    2.641700    0.045200
124.520    2.453900    0.042300
120.000    2.152100    0.037700
115.680    2.075900    0.035700
111.510    1.818400    0.032200
107.460    1.693900    0.030400
103.490    1.583900    0.029100
 99.590    1.402000    0.027400
 95.740    1.378600    0.027400
 91.910    1.314800    0.027700
 88.090    1.270000    0.028500
 84.260    1.266900    0.030000
 80.410    1.362900    0.033200
 76.510    1.365800    0.035800
 72.540    1.469300    0.039400
 68.490    1.554100    0.043100
 64.320    1.650600    0.047000
 60.000    1.932200    0.054000
 55.480    2.096900    0.057100
 50.700    2.315100    0.058200
 45.570    2.551400    0.060000
 39.940    2.656200    0.054100
 33.560    2.557500    0.052500
 25.840    2.072300    0.068100
 14.840    1.207500    0.119500
-------------------------------------
E = 1053.150 MeV, Wt = 1.0, Sc = 1.0
165.160    1.634700    0.040100
154.160    2.005400    0.034000
146.440    2.248800    0.034500
140.060    2.452500    0.036000
134.430    2.560900    0.038500
129.300    2.506600    0.039300
124.520    2.342900    0.036900
120.000    2.165500    0.033600
115.680    1.969000    0.030900
111.510    1.795400    0.028500
107.460    1.655400    0.026800
103.490    1.509100    0.025200
 99.590    1.381200    0.024100
 95.740    1.355500    0.024200
 91.910    1.227700    0.023700
 88.090    1.242600    0.025100
 84.260    1.286700    0.027000
 80.410    1.284300    0.028700
 76.510    1.301700    0.031200
 72.540    1.428200    0.034600
 68.490    1.546500    0.038400
 64.320    1.726800    0.042900
 60.000    1.980900    0.048600
 55.480    2.048100    0.050100
 50.700    2.191400    0.050200
 45.570    2.475300    0.052300
 39.940    2.615700    0.047700
 33.560    2.507600    0.046300
 25.840    2.033900    0.059700
 14.840    1.104300    0.104900
-------------------------------------
E = 1057.020 MeV, Wt = 1.0, Sc = 1.0
165.160    1.579100    0.041900
154.160    1.941600    0.035100
146.440    2.222000    0.035900
140.060    2.364800    0.037100
134.430    2.556100    0.040300
129.300    2.487700    0.041100
124.520    2.253000    0.038100
120.000    2.107900    0.034900
115.680    1.919500    0.032000
111.510    1.834100    0.030300
107.460    1.611600    0.027700
103.490    1.461100    0.026200
 99.590    1.353700    0.025100
 95.740    1.256700    0.024500
 91.910    1.195500    0.024700
 88.090    1.201300    0.026000
 84.260    1.245500    0.028200
 80.410    1.246800    0.030000
 76.510    1.325600    0.033200
 72.540    1.427600    0.036800
 68.490    1.581500    0.041200
 64.320    1.709900    0.045300
 60.000    2.001500    0.051600
 55.480    2.093300    0.053500
 50.700    2.204500    0.053200
 45.570    2.567800    0.055900
 39.940    2.591800    0.049900
 33.560    2.499500    0.048600
 25.840    1.941200    0.061700
 14.840    1.133300    0.108300
-------------------------------------
E = 1060.800 MeV, Wt = 1.0, Sc = 1.0
165.160    1.567400    0.038200
154.160    1.888000    0.032000
146.440    2.081100    0.032200
140.060    2.294300    0.033800
134.430    2.466500    0.036700
129.300    2.444800    0.037600
124.520    2.211500    0.034900
120.000    2.021400    0.031700
115.680    1.868600    0.029200
111.510    1.705400    0.027000
107.460    1.564800    0.025300
103.490    1.434000    0.023800
 99.590    1.312100    0.022800
 95.740    1.235500    0.022400
 91.910    1.209500    0.022900
 88.090    1.150700    0.023500
 84.260    1.239600    0.025800
 80.410    1.244800    0.027600
 76.510    1.336100    0.030900
 72.540    1.406700    0.033700
 68.490    1.548800    0.037600
 64.320    1.697800    0.041800
 60.000    2.017300    0.048000
 55.480    2.083600    0.049500
 50.700    2.177900    0.048800
 45.570    2.431500    0.050400
 39.940    2.571800    0.045900
 33.560    2.376500    0.043600
 25.840    1.914000    0.056900
 14.840    1.000600    0.095600
-------------------------------------
E = 1064.580 MeV, Wt = 1.0, Sc = 1.0
165.160    1.584400    0.038500
154.160    1.882500    0.032000
146.440    2.051400    0.031800
140.060    2.252300    0.033500
134.430    2.351700    0.035900
129.300    2.450500    0.037700
124.520    2.182400    0.034700
120.000    1.980100    0.031400
115.680    1.831800    0.028900
111.510    1.630400    0.026400
107.460    1.529600    0.025000
103.490    1.405100    0.023700
 99.590    1.287600    0.022700
 95.740    1.179300    0.022000
 91.910    1.166800    0.022600
 88.090    1.146300    0.023500
 84.260    1.211800    0.025700
 80.410    1.213700    0.027500
 76.510    1.363600    0.031500
 72.540    1.427100    0.034300
 68.490    1.570000    0.038500
 64.320    1.761200    0.042800
 60.000    2.005400    0.048100
 55.480    2.007900    0.048800
 50.700    2.210200    0.049600
 45.570    2.475600    0.051200
 39.940    2.429200    0.044500
 33.560    2.398600    0.043900
 25.840    1.833800    0.056000
 14.840    1.095700    0.095700
-------------------------------------
E = 1068.350 MeV, Wt = 1.0, Sc = 1.0
165.160    1.522400    0.042400
154.160    1.821700    0.035000
146.440    2.001200    0.034800
140.060    2.176100    0.036500
134.430    2.379700    0.040100
129.300    2.330300    0.040700
124.520    2.164700    0.038300
120.000    1.876400    0.034000
115.680    1.736700    0.031300
111.510    1.622000    0.029300
107.460    1.451300    0.027300
103.490    1.391300    0.026300
 99.590    1.247600    0.025000
 95.740    1.128800    0.024100
 91.910    1.131400    0.025100
 88.090    1.170800    0.026800
 84.260    1.245400    0.029400
 80.410    1.252200    0.031400
 76.510    1.376300    0.035600
 72.540    1.373900    0.038000
 68.490    1.553800    0.043300
 64.320    1.763500    0.048300
 60.000    1.884600    0.052800
 55.480    2.050300    0.055300
 50.700    2.160400    0.055300
 45.570    2.345200    0.055300
 39.940    2.431300    0.049600
 33.560    2.288200    0.047800
 25.840    1.792000    0.061500
 14.840    1.278500    0.121700
-------------------------------------
E = 1072.100 MeV, Wt = 1.0, Sc = 1.0
165.160    1.570400    0.043600
154.160    1.770700    0.035000
146.440    1.969300    0.035300
140.060    2.143100    0.036900
134.430    2.258800    0.039700
129.300    2.282000    0.040900
124.520    2.050400    0.038000
120.000    1.837500    0.034100
115.680    1.699100    0.031600
111.510    1.561600    0.029300
107.460    1.426000    0.027300
103.490    1.323800    0.026100
 99.590    1.187500    0.024800
 95.740    1.117000    0.024300
 91.910    1.113300    0.025200
 88.090    1.144300    0.027100
 84.260    1.225700    0.029800
 80.410    1.234900    0.032200
 76.510    1.303200    0.035700
 72.540    1.409900    0.039600
 68.490    1.551700    0.044500
 64.320    1.740500    0.049000
 60.000    1.976100    0.055200
 55.480    2.041800    0.056600
 50.700    2.057800    0.054900
 45.570    2.309900    0.056100
 39.940    2.424200    0.050300
 33.560    2.219000    0.047900
 25.840    1.819300    0.063300
 14.840    1.253100    0.121300
-------------------------------------
E = 1075.850 MeV, Wt = 1.0, Sc = 1.0
165.160    1.528100    0.040600
154.160    1.770000    0.033300
146.440    1.904400    0.033000
140.060    2.025200    0.034000
134.430    2.181300    0.037000
129.300    2.153500    0.037800
124.520    2.015100    0.035700
120.000    1.795700    0.032100
115.680    1.708600    0.029900
111.510    1.489700    0.027100
107.460    1.421100    0.025900
103.490    1.319800    0.024800
 99.590    1.192000    0.023700
 95.740    1.091700    0.022900
 91.910    1.047000    0.023400
 88.090    1.097100    0.025100
 84.260    1.199600    0.028200
 80.410    1.239900    0.030600
 76.510    1.324700    0.034200
 72.540    1.479000    0.038600
 68.490    1.567700    0.042500
 64.320    1.883500    0.048500
 60.000    1.867900    0.050900
 55.480    2.082600    0.054200
 50.700    2.058100    0.051900
 45.570    2.286200    0.052700
 39.940    2.318800    0.046500
 33.560    2.232700    0.045300
 25.840    1.757800    0.059000
 14.840    1.029900    0.106200
-------------------------------------
E = 1079.590 MeV, Wt = 1.0, Sc = 1.0
165.160    1.572200    0.039300
154.160    1.659600    0.031100
146.440    1.783400    0.030800
140.060    1.992500    0.032500
134.430    2.096100    0.035000
129.300    2.103100    0.036000
124.520    1.943900    0.033900
120.000    1.705300    0.030100
115.680    1.606100    0.028000
111.510    1.490600    0.026000
107.460    1.382500    0.024600
103.490    1.270100    0.023400
 99.590    1.170400    0.022500
 95.740    1.080300    0.022100
 91.910    1.043400    0.022500
 88.090    1.074200    0.024100
 84.260    1.173100    0.026800
 80.410    1.222600    0.029500
 76.510    1.250500    0.032300
 72.540    1.411400    0.036600
 68.490    1.564500    0.041100
 64.320    1.686200    0.044200
 60.000    1.887000    0.049600
 55.480    1.952700    0.050800
 50.700    2.063600    0.049900
 45.570    2.189600    0.049900
 39.940    2.256800    0.044200
 33.560    2.163200    0.043100
 25.840    1.654300    0.055600
 14.840    1.026400    0.103000
-------------------------------------
E = 1083.320 MeV, Wt = 1.0, Sc = 1.0
165.160    1.387400    0.037100
154.160    1.663300    0.030700
146.440    1.762700    0.030300
140.060    1.904200    0.031500
134.430    2.025600    0.034100
129.300    2.025000    0.035000
124.520    1.830800    0.032600
120.000    1.648100    0.029300
115.680    1.556200    0.027300
111.510    1.459300    0.025500
107.460    1.263700    0.023400
103.490    1.197800    0.022500
 99.590    1.123700    0.021800
 95.740    1.043700    0.021400
 91.910    1.015600    0.022000
 88.090    1.033700    0.023500
 84.260    1.104900    0.026000
 80.410    1.175600    0.028800
 76.510    1.353600    0.033500
 72.540    1.407200    0.036700
 68.490    1.491700    0.040000
 64.320    1.704500    0.044600
 60.000    1.845300    0.049000
 55.480    1.886300    0.049900
 50.700    2.004500    0.049200
 45.570    2.241400    0.049900
 39.940    2.203700    0.043200
 33.560    2.133700    0.042300
 25.840    1.702900    0.055500
 14.840    1.108600    0.105400
-------------------------------------
E = 1087.050 MeV, Wt = 1.0, Sc = 1.0
165.160    1.353100    0.037000
154.160    1.600000    0.030600
146.440    1.688900    0.030000
140.060    1.819100    0.031200
134.430    1.960600    0.034000
129.300    1.925000    0.034700
124.520    1.783800    0.032700
120.000    1.580000    0.029200
115.680    1.471600    0.026900
111.510    1.400900    0.025400
107.460    1.258300    0.023600
103.490    1.111300    0.022000
 99.590    1.088400    0.021900
 95.740    1.036100    0.021700
 91.910    1.047400    0.022800
 88.090    1.011100    0.023700
 84.260    1.086000    0.026300
 80.410    1.158600    0.029200
 76.510    1.220100    0.032500
 72.540    1.406400    0.037300
 68.490    1.429800    0.039900
 64.320    1.618500    0.044200
 60.000    1.791100    0.049200
 55.480    1.876300    0.050300
 50.700    2.056200    0.050500
 45.570    2.079800    0.048600
 39.940    2.195100    0.043500
 33.560    2.168100    0.043200
 25.840    1.595800    0.054800
 14.840    0.982500    0.102500
-------------------------------------
E = 1090.690 MeV, Wt = 1.0, Sc = 1.0
165.160    1.401600    0.038600
154.160    1.526700    0.030700
146.440    1.598800    0.030100
140.060    1.765800    0.031500
134.430    1.880100    0.034000
129.300    1.864700    0.035000
124.520    1.686700    0.032600
120.000    1.553000    0.029600
115.680    1.423600    0.027100
111.510    1.287100    0.025000
107.460    1.181500    0.023500
103.490    1.138800    0.022800
 99.590    1.035800    0.021900
 95.740    1.037900    0.022200
 91.910    0.973500    0.022500
 88.090    1.052300    0.024800
 84.260    1.035700    0.026500
 80.410    1.153800    0.030000
 76.510    1.231100    0.033800
 72.540    1.385200    0.038600
 68.490    1.463300    0.041900
 64.320    1.556600    0.044800
 60.000    1.807900    0.050800
 55.480    1.878900    0.051500
 50.700    1.824200    0.048900
 45.570    2.086200    0.050000
 39.940    2.141800    0.044100
 33.560    1.997600    0.042600
 25.840    1.616300    0.056700
 14.840    1.057200    0.107500
-------------------------------------
E = 1094.460 MeV, Wt = 1.0, Sc = 1.0
165.160    1.326700    0.036200
154.160    1.462000    0.028800
146.440    1.578600    0.028700
140.060    1.713700    0.029700
134.430    1.858000    0.032400
129.300    1.809800    0.032900
124.520    1.650500    0.030800
120.000    1.550800    0.028300
115.680    1.387300    0.025600
111.510    1.287500    0.023900
107.460    1.204900    0.022700
103.490    1.069300    0.021200
 99.590    1.016400    0.020800
 95.740    0.946300    0.020400
 91.910    0.970500    0.021600
 88.090    0.970600    0.023000
 84.260    1.020600    0.025300
 80.410    1.109700    0.028500
 76.510    1.237600    0.032700
 72.540    1.328500    0.036300
 68.490    1.459900    0.040100
 64.320    1.525300    0.042600
 60.000    1.871200    0.049500
 55.480    1.785200    0.048500
 50.700    1.939900    0.048200
 45.570    2.048700    0.047500
 39.940    2.106500    0.041900
 33.560    2.000100    0.040900
 25.840    1.595100    0.053800
 14.840    1.032300    0.099600
-------------------------------------
E = 1098.140 MeV, Wt = 1.0, Sc = 1.0
165.160    1.339700    0.036600
154.160    1.435000    0.029000
146.440    1.539200    0.028700
140.060    1.644400    0.029500
134.430    1.722700    0.031600
129.300    1.823800    0.033300
124.520    1.595600    0.030700
120.000    1.480700    0.028000
115.680    1.328600    0.025400
111.510    1.239100    0.023800
107.460    1.118200    0.022200
103.490    1.042000    0.021200
